lokasiid,komisi,kegiatanid,kegiatanno,skpdkode,skpdnama,urusankode,urusannama,programkode,programteks,kegiatan,anggaran,vol,satuan,periode_data
0,2,118938,4,1.17.013,Unit Pengelola Anjungan dan Informasi Kepariwisataan dan Kebudayaan,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Penyelenggaraan Penunjang Kegiatan Kantor,"1,136,838,630",1,Paket,2015
0,2,118939,5,1.17.013,Unit Pengelola Anjungan dan Informasi Kepariwisataan dan Kebudayaan,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Penyelenggaraan Peningkatan Pelayanan Informasi Pariwisata dan Kebudayaan,"17,039,025,500",1,Paket,2015
0,2,118940,7,1.17.013,Unit Pengelola Anjungan dan Informasi Kepariwisataan dan Kebudayaan,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Penyediaan Jasa Teknis Pendukung (Tenaga Pramuwisata),"223,380,000",1,Paket,2015
0,2,118941,8,1.17.013,Unit Pengelola Anjungan dan Informasi Kepariwisataan dan Kebudayaan,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Perawatan Gedung Kantor,"174,970,813",1,Paket,2015
0,2,118942,12,1.17.013,Unit Pengelola Anjungan dan Informasi Kepariwisataan dan Kebudayaan,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Peningkatan Administrasi Perkantoran,"3,098,684,328",1,Paket,2015
0,2,118943,13,1.17.013,Unit Pengelola Anjungan dan Informasi Kepariwisataan dan Kebudayaan,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Penyediaan Jasa TALI dan IPAL (12 Bulan),"76,974,579",1,Paket,2015
0,2,118944,1,1.17.001,DINAS PARIWISATA DAN KEBUDAYAAN,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Pemeliharaan Gedung Akademi Pariwisata Jakarta,"449,200,550",1,Paket,2015
0,2,118945,2,1.17.001,DINAS PARIWISATA DAN KEBUDAYAAN,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Rehab Gedung Kantor Dinas Pariwisata dan Kebudayaan,"4,934,446,554",1,Paket,2015
1,2,118946,1,1.17.017,Sudin Pariwisata dan Kebudayaan - JAKPUS,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Peningkatan Administrasi Perkantoran,"780,844,526",1,Paket,2015
2,2,118947,1,1.17.020,Sudin Pariwisata dan Kebudayaan - JAKUT,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Peningkatan Administrasi Perkantoran,"424,998,706",1,Paket,2015
2,2,118948,2,1.17.020,Sudin Pariwisata dan Kebudayaan - JAKUT,2.04,Pariwisata,2.04.06,Program Peningkatan dan Pengelolaan Kantor Urusan Pariwisata,Penyediaan Jasa TALI dan IPAL (12 Bulan),"11,989,000",1,Paket,2015
2,2,118949,1,1.17.020,Sudin Pariwisata dan Kebudayaan - JAKUT,2.04,Pariwisata,2.04.08,Program Pengelolaan Kendaraan Dinas Urusan Pariwisata,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"19,995,600",1,Paket,2015
0,2,118950,1,2.02.002,"Pusat Produksi, Inspeksi dan Sertifikasi Hasil Perikanan",2.05,Kelautan dan Perikanan,2.05.01,Program Pengembangan Perikanan Budidaya dan Perikanan Tangkap,"Pembinaan, Pengembangan dan Pengawasan Pusat Budidaya Perikanan","3,818,999,933",1,Paket,2015
0,2,118951,2,2.02.002,"Pusat Produksi, Inspeksi dan Sertifikasi Hasil Perikanan",2.05,Kelautan dan Perikanan,2.05.01,Program Pengembangan Perikanan Budidaya dan Perikanan Tangkap,Penyediaan Tempat Usaha Pembudidaya Ikan di Ciganjur,"599,999,772",1,Paket,2015
0,2,118952,3,2.02.002,"Pusat Produksi, Inspeksi dan Sertifikasi Hasil Perikanan",2.05,Kelautan dan Perikanan,2.05.01,Program Pengembangan Perikanan Budidaya dan Perikanan Tangkap,Pembangunan dan Rehab Sarana budidaya di Ujung Menteng dan Ciracas,"849,999,756",1,Paket,2015
3,1,118248,1,1.20.129,Kecamatan Kembangan - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan,"29,394,400",1,Paket,2015
3,1,118249,1,1.20.130,Kelurahan Kembangan Selatan - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan,"39,919,200",1,Paket,2015
3,1,118250,1,1.20.132,Kelurahan Meruya Selatan - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan,"36,080,000",1,Paket,2015
3,1,118251,1,1.20.133,Kelurahan Srengseng - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan,"24,997,800",1,Paket,2015
3,1,115345,8,1.20.180,Kelurahan Tangki - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Tugas dan Fungsi Kelurahan Tangki,"218,424,900",1,Paket,2015
3,1,115346,9,1.20.180,Kelurahan Tangki - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Tangki,"48,200,000",1,Paket,2015
4,1,115480,13,1.20.202,Kelurahan Ulujami - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"40,638,600",1,Paket,2015
4,1,115481,14,1.20.202,Kelurahan Ulujami - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penatausahaan Kelurahan Ulujami,"124,864,488",1,Paket,2015
4,1,115482,15,1.20.202,Kelurahan Ulujami - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,"185,780,000",1,Paket,2015
4,1,115483,16,1.20.202,Kelurahan Ulujami - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penanggulangan Bencana Kelurahan Ulujami,"29,990,350",1,Paket,2015
4,1,115484,17,1.20.202,Kelurahan Ulujami - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,"2,886,498,438",1,Paket,2015
4,1,115485,18,1.20.202,Kelurahan Ulujami - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Bimtek dan Pendataan Dasawisma,"150,607,500",1,Paket,2015
4,1,115486,19,1.20.202,Kelurahan Ulujami - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pemberian Makanan Tambahan (PMT),"54,989,000",1,Paket,2015
4,1,115487,1,1.20.203,Kelurahan Bintaro - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Bintaro PHL Kebersihan Ketertiban Kesehatan,"152,986,900",1,Paket,2015
4,1,115488,2,1.20.203,Kelurahan Bintaro - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelaksanaan Kerja Bakti,"279,834,898",1,Paket,2015
4,1,115489,3,1.20.203,Kelurahan Bintaro - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Kelurahan Kelurahan Bintaro,"93,992,451",1,Paket,2015
4,1,115490,4,1.20.203,Kelurahan Bintaro - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Bintaro,"416,392,140",1,Paket,2015
4,1,115491,5,1.20.203,Kelurahan Bintaro - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Bintaro,"416,883,896",1,Paket,2015
4,1,115492,6,1.20.203,Kelurahan Bintaro - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Bintaro,"297,888,700",1,Paket,2015
4,1,115493,7,1.20.203,Kelurahan Bintaro - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,"Penyelenggaraan Tugas dan Fungsi RT, RW dan LMK","2,197,118,600",1,Paket,2015
4,1,115494,8,1.20.203,Kelurahan Bintaro - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Tugas dan Fungsi Kelurahan Bintaro,"523,403,670",1,Paket,2015
4,1,115495,9,1.20.203,Kelurahan Bintaro - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelaksanaan Penertiban Kelurahan Bintaro,"158,184,800",1,Paket,2015
5,1,118360,1,1.20.286,Kelurahan Bambu Apus - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"34,770,200",1,Paket,2015
5,1,118361,1,1.20.287,Kelurahan Setu - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"49,957,460",1,Paket,2015
5,1,118362,1,1.20.288,Kelurahan Cilangkap - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"31,959,600",1,Paket,2015
5,1,118363,1,1.20.289,Kelurahan Munjul - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"63,877,600",1,Paket,2015
5,1,118364,1,1.20.290,Kelurahan Pondok Rangon - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"49,989,400",1,Paket,2015
5,1,118365,1,1.20.276,Kecamatan Ciracas - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"86,968,600",1,Paket,2015
5,1,118366,1,1.20.282,Kecamatan Cipayung - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"68,311,256",1,Paket,2015
5,1,118367,1,1.20.281,Kelurahan Ciracas - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"71,077,725",1,Paket,2015
5,1,118368,1,1.20.279,Kelurahan Kelapa Dua Wetan - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"37,191,210",1,Paket,2015
5,1,118369,1,1.20.280,Kelurahan Susukan - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"49,633,600",1,Paket,2015
5,1,118370,1,1.20.274,Kelurahan Cijantung - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"79,990,487",1,Paket,2015
5,1,118371,1,1.20.275,Kelurahan Gedong - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"89,993,767",1,Paket,2015
5,1,118372,1,1.20.277,Kelurahan Cibubur - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"35,000,000",1,Paket,2015
5,1,118373,1,1.20.278,Kelurahan Kampung Rambutan - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"34,997,100",1,Paket,2015
0,1,118450,1,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.70,Program Pengembangan Data/Informasi SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pembuatan Aplikasi Dinas Penanggulangan Kebakaran dan Penyelamatan,"138,886,000",1,Paket,2015
1,1,118451,1,1.20.021,Kota Administrasi Jakarta Pusat,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.72,Program Peningkatan dan Pengembangan Pengelolaan Keuangan SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Kegiatan Bagian Keuangan,"710,750,580",1,Paket,2015
0,3,118452,1,1.20.398,Biro Administrasi Keuangan dan Aset Sekda,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.72,Program Peningkatan dan Pengembangan Pengelolaan Keuangan SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penunjang Kelancaran Tugas Umum Pemerintahan,"15,683,138,757",1,Paket,2015
2,1,118453,2,1.20.078,Kota Administrasi Jakarta Utara,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.72,Program Peningkatan dan Pengembangan Pengelolaan Keuangan SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Kegiatan Bagian Keuangan,"781,645,563",1,Paket,2015
0,1,118454,2,1.20.007,BIRO HUKUM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.73,Program Sinkronisasi Kebijakan Daerah Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan tugas dan fungsi Biro Hukum,"1,217,458,500",1,Paket,2015
0,1,118455,2,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.73,Program Sinkronisasi Kebijakan Daerah Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyusunan Revisi Renstra SKPD,"149,365,000",1,Paket,2015
6,1,118456,1,1.20.351,Kelurahan P.Panggang - Kep. Seribu,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.73,Program Sinkronisasi Kebijakan Daerah Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Tugas dan Fungsi Kelurahan,"99,960,900",1,Paket,2015
5,2,118844,20,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota",Pemeliharaan/Perawatan Penerangan Sarana Umum Sarum Zona II (Makasar - Ciracas - Cipayung - Pasar Rebo),"849,982,949",1,Paket,2015
5,2,118845,21,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota",Pemeliharaan/Perawatan Penerangan Sarana Umum Sarum Zona III (Cakung - Duren Sawit),"899,999,662",1,Paket,2015
5,2,118846,23,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota",Pemeliharaan/Perawatan Penerangan Jalan Umum Kec. Kramat Jati Zona 2,"1,064,924,775",1,Paket,2015
5,2,118847,24,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota",Pemeliharaan/Perawatan Penerangan Jalan Umum Kec. Kramat Jati Zona 1,"1,069,983,911",1,Paket,2015
5,2,118848,25,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota",Perbaikan /penggantian sarana pencahayaan kota di Wilayah Kota Administrasi Jakarta Timur,"1,499,993,848",1,Paket,2015
5,2,118849,26,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota","Pekerjaan Kabel NYFGBY dan twisted dalam Penyeimbangan Daya Fasa R, S, T di Wilayah Kota Administrasi Jakarta Timur","2,999,997,028",1,Paket,2015
5,2,118850,27,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota",Relokasi sarana Penerangan Jalan Umum atas perubahan jalan dan saluran dengan instansi terkait,"499,988,701",1,Paket,2015
5,2,118851,28,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota",Peningkatan Kualitas Pencahayaan Kota Sepanjang Jalan Perbatasan di Wilayah Kota Administrasi Jakarta Timur,"3,116,652,581",1,Paket,2015
5,2,118852,29,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota",Rehab Gedung Gudang Pencahayaan Kota Sudin Perindustrian dan Energi Jakarta Timur,"198,072,637",1,Paket,2015
5,2,118853,31,2.03.010,Sudin Perindustrian dan Energi - JAKTIM,2.03,Energi dan Sumberdaya Mineral,2.03.02,"Program Pembangunan, Peningkatan Kualitas dan Pemeliharaan Pencahayaan Kota",Pengadaan Komponen Lepas HPS 70 Watt,"2,499,931,764",1,Paket,2015
3,1,118252,1,1.20.126,Kelurahan Kedoya Utara - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan,"24,974,480",1,Paket,2015
3,1,118253,1,1.20.127,Kelurahan Kebon Jeruk - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan,"45,687,776",1,Paket,2015
3,1,118254,1,1.20.128,Kelurahan Kedoya Selatan - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.63,Program Pengelolaan Kendaraan Dinas Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan,"79,673,600",1,Paket,2015
